number_participant,name,club,target_Name,nik,gender,phone,address
418,Sutardi Heryana,"Walet Basura Pajajaran, Jawa Barat",AB,32543630,Male,9876543462,"Walet Basura Pajajaran, Jawa Barat"
419,Haryanto,"Lembah Manah, Wonogiri",AB,32543631,Male,9876543463,"Lembah Manah, Wonogiri"
420,Agung Budi,"Hantu Maut, Yogyakarta",AB,32543632,Male,9876543464,"Hantu Maut, Yogyakarta"
421,Cris Wibowo,"Warastra Jati,  Gunungkidul",AB,32543633,Male,9876543465,"Warastra Jati,  Gunungkidul"
422,Johan,"Gendewo Mas,  Banyumas",AB,32543634,Male,9876543466,"Gendewo Mas,  Banyumas"
423,Asep Yulianto,"Digjaya Jemparingan, Jabar",AB,32543635,Male,9876543467,"Digjaya Jemparingan, Jabar"
424,Ida Rasyid Rida,"Gondewa & Jamparing Galuh Ciamis, Jawa Barat",AB,32543636,Male,9876543468,"Gondewa & Jamparing Galuh Ciamis, Jawa Barat"
425,Slamet Riyadi,"Patri Jiwo,  Gunungkidul",AB,32543637,Male,9876543469,"Patri Jiwo,  Gunungkidul"
426,Yusroni,"Paguyuban Hizbul Wathan, Sukoharjo",AB,32543638,Male,9876543470,"Paguyuban Hizbul Wathan, Sukoharjo"
427,Inggit Wibowo,"Deling Aji, Bantul",AB,32543639,Male,9876543471,"Deling Aji, Bantul"
428,Darto,"Paguyuban Wirotomo , Jogja",AB,32543640,Male,9876543472,"Paguyuban Wirotomo , Jogja"
429,Sutopo,"Kensinau, Kulon Progo",AB,32543641,Male,9876543473,"Kensinau, Kulon Progo"
430,Sumaryadi,Agung Sedayu Jogja,AB,32543642,Male,9876543474,Agung Sedayu Jogja
431,Okta Kusuma,"Ronggo Sedayu, Klaten",AB,32543643,Male,9876543475,"Ronggo Sedayu, Klaten"
432,Tata Saripudin,"Bolang Jemparing,  Jawa Barat",AB,32543644,Male,9876543476,"Bolang Jemparing,  Jawa Barat"
433,Rustam Alamsyah,"Hantu Maut, Yogyakarta",AC,32543645,Male,9876543477,"Hantu Maut, Yogyakarta"
434,Mardi Hidayatul  Fauzan,"Walet Basura Pajajaran, Jawa Barat",AC,32543646,Male,9876543478,"Walet Basura Pajajaran, Jawa Barat"
435,Heru Budoyo,"Gendewo Mas,  Banyumas",AC,32543647,Male,9876543479,"Gendewo Mas,  Banyumas"
436,Tio,"Paguyuban Wirotomo , Jogja",AC,32543648,Male,9876543480,"Paguyuban Wirotomo , Jogja"
437,Budhi Basuki,"Patri Jiwo,  Gunungkidul",AC,32543649,Male,9876543481,"Patri Jiwo,  Gunungkidul"
438,Margono," Jbs, Solo",AC,32543650,Male,9876543482," Jbs, Solo"
439,Andi,"Paguyuban Hizbul Wathan, Sukoharjo",AC,32543651,Male,9876543483,"Paguyuban Hizbul Wathan, Sukoharjo"
440,Kumoro Agung,"Deling Aji, Bantul",AC,32543652,Male,9876543484,"Deling Aji, Bantul"
441,Wawan,"Bolang Jemparing,  Jawa Barat",AC,32543653,Male,9876543485,"Bolang Jemparing,  Jawa Barat"
442,Gatot Setyo Nugroho,"Jemparingan Sar Ser, Banyumas.",AC,32543654,Male,9876543486,"Jemparingan Sar Ser, Banyumas."
443,Tukiman,"Brotodiningrat, Jogja",AC,32543655,Male,9876543487,"Brotodiningrat, Jogja"
444,Slamet Juanto ,"Pratjimahastra, Boyolali",AC,32543656,Male,9876543488,"Pratjimahastra, Boyolali"
445,Faros,"Jurang Pawon, Boyolali",AC,32543657,Male,9876543489,"Jurang Pawon, Boyolali"
446,Ahmad Tofik,"Al Fath Archery, Klaten",AC,32543658,Male,9876543490,"Al Fath Archery, Klaten"
447,Fauzan,"Alharist Archery , Jabar",AC,32543659,Male,9876543491,"Alharist Archery , Jabar"
448,Denny,"Paguyuban Hizbul Wathan, Sukoharjo",AD,32543660,Male,9876543492,"Paguyuban Hizbul Wathan, Sukoharjo"
449,Agus,"Paguyuban Wirotomo , Jogja",AD,32543661,Male,9876543493,"Paguyuban Wirotomo , Jogja"
450,Heri Sukrisno,"Hantu Maut, Yogyakarta",AD,32543662,Male,9876543494,"Hantu Maut, Yogyakarta"
451,Asep Wahidin,"Walet Basura Pajajaran, Jawa Barat",AD,32543663,Male,9876543495,"Walet Basura Pajajaran, Jawa Barat"
452,Gunadi,"Sarang Aji Karsa, Kebumen",AD,32543664,Male,9876543496,"Sarang Aji Karsa, Kebumen"
453,Nunu S,"Bolang Jemparing,  Jawa Barat",AD,32543665,Male,9876543497,"Bolang Jemparing,  Jawa Barat"
454,Heru Pratomo Adji,"Jemparingan Sar Ser, Banyumas.",AD,32543666,Male,9876543498,"Jemparingan Sar Ser, Banyumas."
455,M. Zeni Purnomo,"Deling Aji, Bantul",AD,32543667,Male,9876543499,"Deling Aji, Bantul"
456,Joe,"Brotodiningrat, Jogja",AD,32543668,Male,9876543500,"Brotodiningrat, Jogja"
457,Sugiyanto (Bowo),"Pratjimahastra, Boyolali",AD,32543669,Male,9876543501,"Pratjimahastra, Boyolali"
458,Suryani,"Jurang Pawon, Boyolali",AD,32543670,Male,9876543502,"Jurang Pawon, Boyolali"
459,Anto,"Al Fath Archery, Klaten",AD,32543671,Male,9876543503,"Al Fath Archery, Klaten"
460,Toto Sunarto,"Alharist Archery , Jabar",AD,32543672,Male,9876543504,"Alharist Archery , Jabar"
461,Min Gandring,"Sipas Tunggul Wulung, Klaten",AD,32543673,Male,9876543505,"Sipas Tunggul Wulung, Klaten"
462,Gunawan,"Gajah Siraman, Jogja",AD,32543674,Male,9876543506,"Gajah Siraman, Jogja"
463,Roejianto,"Jemparingan Sar Ser, Banyumas.",AE,32543675,Male,9876543507,"Jemparingan Sar Ser, Banyumas."
464,Saiful,"Paguyuban Hizbul Wathan, Sukoharjo",AE,32543676,Male,9876543508,"Paguyuban Hizbul Wathan, Sukoharjo"
465,Sumarjo,"Hantu Maut, Yogyakarta",AE,32543677,Male,9876543509,"Hantu Maut, Yogyakarta"
466,Eman Suherman,"Walet Basura Pajajaran, Jawa Barat",AE,32543678,Male,9876543510,"Walet Basura Pajajaran, Jawa Barat"
467,Heru,"Paguyuban Wirotomo , Jogja",AE,32543679,Male,9876543511,"Paguyuban Wirotomo , Jogja"
468,Aryawanto Soebandono,"Brotodiningrat, Jogja",AE,32543680,Male,9876543512,"Brotodiningrat, Jogja"
469,Hanafi,"Deling Aji, Bantul",AE,32543681,Male,9876543513,"Deling Aji, Bantul"
470,Slamet Rianto,"Pratjimahastra, Boyolali",AE,32543682,Male,9876543514,"Pratjimahastra, Boyolali"
471,Alfan,"Jurang Pawon, Boyolali",AE,32543683,Male,9876543515,"Jurang Pawon, Boyolali"
472,Qomar,"Al Fath Archery, Klaten",AE,32543684,Male,9876543516,"Al Fath Archery, Klaten"
473,Ari Suryana,"Sipas Tunggul Wulung, Klaten",AE,32543685,Male,9876543517,"Sipas Tunggul Wulung, Klaten"
474,Karyono,"Wisanggeni, Bantul",AE,32543686,Male,9876543518,"Wisanggeni, Bantul"
475,Ibnu Mubarok,"Suryastrawara, Yogyakarta",AE,32543687,Male,9876543519,"Suryastrawara, Yogyakarta"
476,Musthofa,"Jkobar, Surakarta",AE,32543688,Male,9876543520,"Jkobar, Surakarta"
477,Dwijoko,"Kanwa, Sukoharjo",AE,32543689,Male,9876543521,"Kanwa, Sukoharjo"
478,Slamet Sutarno,"Pratjimahastra, Boyolali",AF,32543690,Male,9876543522,"Pratjimahastra, Boyolali"
479,Asmanu Budi Sambojo,"Hantu Maut, Yogyakarta",AF,32543691,Male,9876543523,"Hantu Maut, Yogyakarta"
480,Sholikin,"Jurang Pawon, Boyolali",AF,32543692,Male,9876543524,"Jurang Pawon, Boyolali"
481,Sariman,"Deling Aji, Bantul",AF,32543693,Male,9876543525,"Deling Aji, Bantul"
482,Heru Wismanto,"Jemparingan Sar Ser, Banyumas.",AF,32543694,Male,9876543526,"Jemparingan Sar Ser, Banyumas."
483,Andi Yuwono,"Brotodiningrat, Jogja",AF,32543695,Male,9876543527,"Brotodiningrat, Jogja"
484,Deni Kusna,"Trj Jemparing,  Bandung",AF,32543696,Male,9876543528,"Trj Jemparing,  Bandung"
485,Rasmin Surachman,"Raspati Jamparing,  Bandung",AF,32543697,Male,9876543529,"Raspati Jamparing,  Bandung"
486,Wawan,"Paguyuban Wirotomo , Jogja",AF,32543698,Male,9876543530,"Paguyuban Wirotomo , Jogja"
487,Junaidi,"Paguyuban Hizbul Wathan, Sukoharjo",AF,32543699,Male,9876543531,"Paguyuban Hizbul Wathan, Sukoharjo"
488,Fatkhur,"Al Fath Archery, Klaten",AF,32543700,Male,9876543532,"Al Fath Archery, Klaten"
489,Nugroho Budi Santoso,"Sipas Tunggul Wulung, Klaten",AF,32543701,Male,9876543533,"Sipas Tunggul Wulung, Klaten"
490,Rudi Hartono,"Suryastrawara, Yogyakarta",AF,32543702,Male,9876543534,"Suryastrawara, Yogyakarta"
491,Arif Fatoni,"Jkobar, Surakarta",AF,32543703,Male,9876543535,"Jkobar, Surakarta"
492,Reza Sabian,"Kanwa, Sukoharjo",AF,32543704,Male,9876543536,"Kanwa, Sukoharjo"
493,M. Taufik,"Al Fath Archery, Klaten",AG,32543705,Male,9876543537,"Al Fath Archery, Klaten"
494,Arief Kuncoro,"Alharist Archery , Jabar",AG,32543706,Male,9876543538,"Alharist Archery , Jabar"
495,Indratmoko,"Pratjimahastra, Boyolali",AG,32543707,Male,9876543539,"Pratjimahastra, Boyolali"
496,Zain Nurohman,"Deling Aji, Bantul",AG,32543708,Male,9876543540,"Deling Aji, Bantul"
497,Ismu Raditya,"Hantu Maut, Yogyakarta",AG,32543709,Male,9876543541,"Hantu Maut, Yogyakarta"
498,Zen,"Paguyuban Hizbul Wathan, Sukoharjo",AG,32543710,Male,9876543542,"Paguyuban Hizbul Wathan, Sukoharjo"
499,Widodo,"Jurang Pawon, Boyolali",AG,32543711,Male,9876543543,"Jurang Pawon, Boyolali"
500,Suhirman,"Suryastrawara, Yogyakarta",AG,32543712,Male,9876543544,"Suryastrawara, Yogyakarta"
501,Iwan Romadhon,"Sipas Tunggul Wulung, Klaten",AG,32543713,Male,9876543545,"Sipas Tunggul Wulung, Klaten"
502,Nanank,"Jkobar, Surakarta",AG,32543714,Male,9876543546,"Jkobar, Surakarta"
503,Mauluna Kiswata,"Tirto Kembaran, Jogja",AG,32543715,Male,9876543547,"Tirto Kembaran, Jogja"
504,Nugroho Purnomo Putro,"Adiwinoto,  Yogyakarta",AG,32543716,Male,9876543548,"Adiwinoto,  Yogyakarta"
505,Andriyandono,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,AG,32543717,Male,9876543549,Kawedanan Kaprajuritan 1 Karaton Yogyakarta
506,Reka,Ardjo Kliwon Jogja,AG,32543718,Male,9876543550,Ardjo Kliwon Jogja
507,Sukirman,Pnj Sidoarjo,AG,32543719,Male,9876543551,Pnj Sidoarjo
508,Rokhim,"Gajah Siraman, Jogja",AH,32543720,Male,9876543552,"Gajah Siraman, Jogja"
509,Winarno,"Pratjimahastra, Boyolali",AH,32543721,Male,9876543553,"Pratjimahastra, Boyolali"
510,Adnan,"Wisanggeni, Bantul",AH,32543722,Male,9876543554,"Wisanggeni, Bantul"
511,Bowo,"Paguyuban Hizbul Wathan, Sukoharjo",AH,32543723,Male,9876543555,"Paguyuban Hizbul Wathan, Sukoharjo"
512,Wahono,"Jurang Pawon, Boyolali",AH,32543724,Male,9876543556,"Jurang Pawon, Boyolali"
513,Ridwan,"Al Fath Archery, Klaten",AH,32543725,Male,9876543557,"Al Fath Archery, Klaten"
514,Harjanto,"Sipas Tunggul Wulung, Klaten",AH,32543726,Male,9876543558,"Sipas Tunggul Wulung, Klaten"
515,Saiful Anam,"Suryastrawara, Yogyakarta",AH,32543727,Male,9876543559,"Suryastrawara, Yogyakarta"
516,Ananda Catur Putra,"Tirto Kembaran, Jogja",AH,32543728,Male,9876543560,"Tirto Kembaran, Jogja"
517,Muhammad Azim Rozi,"Adiwinoto,  Yogyakarta",AH,32543729,Male,9876543561,"Adiwinoto,  Yogyakarta"
518,Mufti Khanafi,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,AH,32543730,Male,9876543562,Kawedanan Kaprajuritan 1 Karaton Yogyakarta
519,Lukman Santoso,"Jkobar, Surakarta",AH,32543731,Male,9876543563,"Jkobar, Surakarta"
520,Yafi,Ardjo Kliwon Jogja,AH,32543732,Male,9876543564,Ardjo Kliwon Jogja
521,Hendra S Leksana,Pnj Sidoarjo,AH,32543733,Male,9876543565,Pnj Sidoarjo
522,Alsa Daruna,Jmg Pacitan,AH,32543734,Male,9876543566,Jmg Pacitan
523,Budiawan,"Jkobar, Surakarta",AI,32543735,Male,9876543567,"Jkobar, Surakarta"
524,Hendri Avrianto,"Sipas Tunggul Wulung, Klaten",AI,32543736,Male,9876543568,"Sipas Tunggul Wulung, Klaten"
525,Muh.Aqeel Adz-Dzaky,"Suryastrawara, Yogyakarta",AI,32543737,Male,9876543569,"Suryastrawara, Yogyakarta"
526,Gatut S,"Pratjimahastra, Boyolali",AI,32543738,Male,9876543570,"Pratjimahastra, Boyolali"
527,Warsono,"Al Fath Archery, Klaten",AI,32543739,Male,9876543571,"Al Fath Archery, Klaten"
528,Purwanto,"Wiratama Ad, Jogja",AI,32543740,Male,9876543572,"Wiratama Ad, Jogja"
529,Catur Hari,"Kanwa, Sukoharjo",AI,32543741,Male,9876543573,"Kanwa, Sukoharjo"
530,Dadang Dedianto,"Adiwinoto,  Yogyakarta",AI,32543742,Male,9876543574,"Adiwinoto,  Yogyakarta"
531,Ary Yunanto,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,AI,32543743,Male,9876543575,Kawedanan Kaprajuritan 1 Karaton Yogyakarta
532,Adi Budi,Pnj Sidoarjo,AI,32543744,Male,9876543576,Pnj Sidoarjo
533,Nur Hidayat,Jmg Pacitan,AI,32543745,Male,9876543577,Jmg Pacitan
534,Gendro,"Manunggal Roso, Klaten",AI,32543746,Male,9876543578,"Manunggal Roso, Klaten"
535,Ganjar Wahyudi,"Aji Saka, Yogyakarta",AI,32543747,Male,9876543579,"Aji Saka, Yogyakarta"
536,Dede Kusmana,"Cakra Wulung, Tasikmalaya",AI,32543748,Male,9876543580,"Cakra Wulung, Tasikmalaya"
537,Firdy Hangga Saputra,"Tirto Kembaran, Jogja",AI,32543749,Male,9876543581,"Tirto Kembaran, Jogja"
538,Jarot,"Tirto Kembaran, Jogja",AJ,32543750,Male,9876543582,"Tirto Kembaran, Jogja"
539,Santo,"Al Fath Archery, Klaten",AJ,32543751,Male,9876543583,"Al Fath Archery, Klaten"
540,Yusuf Zaky Setiawan,"Sipas Tunggul Wulung, Klaten",AJ,32543752,Male,9876543584,"Sipas Tunggul Wulung, Klaten"
541,Budiono,"Pratjimahastra, Boyolali",AJ,32543753,Male,9876543585,"Pratjimahastra, Boyolali"
542,Toriq Rasidi,"Jkobar, Surakarta",AJ,32543754,Male,9876543586,"Jkobar, Surakarta"
543,Rasyidin,Pnj Sidoarjo,AJ,32543755,Male,9876543587,Pnj Sidoarjo
544,Nyata Hadi,Jmg Pacitan,AJ,32543756,Male,9876543588,Jmg Pacitan
545,Kuncoro,"Manunggal Roso, Klaten",AJ,32543757,Male,9876543589,"Manunggal Roso, Klaten"
546,Ari Apriono,"Aji Saka, Yogyakarta",AJ,32543758,Male,9876543590,"Aji Saka, Yogyakarta"
547,Agus Supriyadi,"Adiwinoto,  Yogyakarta",AJ,32543759,Male,9876543591,"Adiwinoto,  Yogyakarta"
548,Sandi,"Cakra Wulung, Tasikmalaya",AJ,32543760,Male,9876543592,"Cakra Wulung, Tasikmalaya"
549,Margono,"Jaluwasi,  Jogja",AJ,32543761,Male,9876543593,"Jaluwasi,  Jogja"
550,Basuki,"Kanjeng Ngeksigondo, Jogja",AJ,32543762,Male,9876543594,"Kanjeng Ngeksigondo, Jogja"
551,Sastropandiperwito,"Sambisena, Yogyakarta",AJ,32543763,Male,9876543595,"Sambisena, Yogyakarta"
552,Rahmat Basuki,"Senopati Archery , Sukoharjo",AJ,32543764,Male,9876543596,"Senopati Archery , Sukoharjo"
553,Aditya Agung Wibowo,"Adiwinoto,  Yogyakarta",AK,32543765,Male,9876543597,"Adiwinoto,  Yogyakarta"
554,M Taufel,"Tirto Kembaran, Jogja",AK,32543766,Male,9876543598,"Tirto Kembaran, Jogja"
555,Moh Galib,"Jkobar, Surakarta",AK,32543767,Male,9876543599,"Jkobar, Surakarta"
556,Bambang Mbuka Nugraha,"Sipas Tunggul Wulung, Klaten",AK,32543768,Male,9876543600,"Sipas Tunggul Wulung, Klaten"
557,Hanung,"Kanjeng Ngeksigondo, Jogja",AK,32543769,Male,9876543601,"Kanjeng Ngeksigondo, Jogja"
558,Tri Gunawan,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,AK,32543770,Male,9876543602,Kawedanan Kaprajuritan 1 Karaton Yogyakarta
559,Yanu Anggara,Pnj Sidoarjo,AK,32543771,Male,9876543603,Pnj Sidoarjo
560,Anang,Jmg Pacitan,AK,32543772,Male,9876543604,Jmg Pacitan
561,Cahyo,"Manunggal Roso, Klaten",AK,32543773,Male,9876543605,"Manunggal Roso, Klaten"
562,Ditya,"Jaluwasi,  Jogja",AK,32543774,Male,9876543606,"Jaluwasi,  Jogja"
563,Dian,"Cakra Wulung, Tasikmalaya",AK,32543775,Male,9876543607,"Cakra Wulung, Tasikmalaya"
564,B Ganaliza Ardyanto,"Sambisena, Yogyakarta",AK,32543776,Male,9876543608,"Sambisena, Yogyakarta"
565,Tri Pujo,"Senopati Archery , Sukoharjo",AK,32543777,Male,9876543609,"Senopati Archery , Sukoharjo"
566,Amir Hamzah,"Jamasi, Bantul",AK,32543778,Male,9876543610,"Jamasi, Bantul"
567,Wahyu Yuli Hartono,Perpatri Nusantara Jaya - Jogja,AK,32543779,Male,9876543611,Perpatri Nusantara Jaya - Jogja
568,Erwan Supriyanto,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,AL,32543780,Male,9876543612,Kawedanan Kaprajuritan 2 Karaton Yogyakarta
569,Slamet Murwanto,"Tirto Kembaran, Jogja",AL,32543781,Male,9876543613,"Tirto Kembaran, Jogja"
570,Suparjo Rustam,"Al Fath Archery, Klaten",AL,32543782,Male,9876543614,"Al Fath Archery, Klaten"
571,Tri Atmanto,"Jkobar, Surakarta",AL,32543783,Male,9876543615,"Jkobar, Surakarta"
572,Purwanto,"Pasty Istimewa ,  Yogyakarta",AL,32543784,Male,9876543616,"Pasty Istimewa ,  Yogyakarta"
573,Joko Prasetyo,"Adiwinoto,  Yogyakarta",AL,32543785,Male,9876543617,"Adiwinoto,  Yogyakarta"
574,Tiyono Achmadi,Jmg Pacitan,AL,32543786,Male,9876543618,Jmg Pacitan
575,Sumarno,"Aji Saka, Yogyakarta",AL,32543787,Male,9876543619,"Aji Saka, Yogyakarta"
576,Widi,"Jaluwasi,  Jogja",AL,32543788,Male,9876543620,"Jaluwasi,  Jogja"
577,Heri S,"Kanjeng Ngeksigondo, Jogja",AL,32543789,Male,9876543621,"Kanjeng Ngeksigondo, Jogja"
578,Odie,"Senopati Archery , Sukoharjo",AL,32543790,Male,9876543622,"Senopati Archery , Sukoharjo"
579,Satria Alde Nala Asahaja,"Jamasi, Bantul",AL,32543791,Male,9876543623,"Jamasi, Bantul"
580,Ir. Sudaryanto,Perpatri Nusantara Jaya - Jogja,AL,32543792,Male,9876543624,Perpatri Nusantara Jaya - Jogja
581,Ans Nawantara,"Marto, Jogja",AL,32543793,Male,9876543625,"Marto, Jogja"
582,Sukiman,"Al Jawi, Wonogiri",AL,32543794,Male,9876543626,"Al Jawi, Wonogiri"
583,Ardi Pamikat,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AM,32543795,Male,9876543627,Kawedanan Kaprajuritan 3 Karaton Yogyakarta
584,Aris Budi Wahono,Ardjo Kliwon Jogja,AM,32543796,Male,9876543628,Ardjo Kliwon Jogja
585,Abah Hari,Pnj Sidoarjo,AM,32543797,Male,9876543629,Pnj Sidoarjo
586,Hernawan,Jmg Pacitan,AM,32543798,Male,9876543630,Jmg Pacitan
587,Seno,"Al Fath Archery, Klaten",AM,32543799,Male,9876543631,"Al Fath Archery, Klaten"
588,Darmono,"Jkobar, Surakarta",AM,32543800,Male,9876543632,"Jkobar, Surakarta"
589,Dwi Purwanto,"Tirto Kembaran, Jogja",AM,32543801,Male,9876543633,"Tirto Kembaran, Jogja"
590,Bambang Purnomo,"Adiwinoto,  Yogyakarta",AM,32543802,Male,9876543634,"Adiwinoto,  Yogyakarta"
591,Suharjono,"Marto, Jogja",AM,32543803,Male,9876543635,"Marto, Jogja"
592,Agung Prasetyo Subroto,Perpatri Nusantara Jaya - Jogja,AM,32543804,Male,9876543636,Perpatri Nusantara Jaya - Jogja
593,Haryoko,"Jamasi, Bantul",AM,32543805,Male,9876543637,"Jamasi, Bantul"
594,Erri,"Kanjeng Ngeksigondo, Jogja",AM,32543806,Male,9876543638,"Kanjeng Ngeksigondo, Jogja"
595,Triyono,"Senopati Archery , Sukoharjo",AM,32543807,Male,9876543639,"Senopati Archery , Sukoharjo"
596,Yatno,Pashupatastra Magetan,AM,32543808,Male,9876543640,Pashupatastra Magetan
597,Istiardi,"Batara Archery, Jogja",AM,32543809,Male,9876543641,"Batara Archery, Jogja"
598,Singgih,"Jaluwasi,  Jogja",AN,32543810,Male,9876543642,"Jaluwasi,  Jogja"
599,Roedito,Jmg Pacitan,AN,32543811,Male,9876543643,Jmg Pacitan
600,Fx Purnomo,"Jkobar, Surakarta",AN,32543812,Male,9876543644,"Jkobar, Surakarta"
601,Yonni Prasetya,"Tirto Kembaran, Jogja",AN,32543813,Male,9876543645,"Tirto Kembaran, Jogja"
602,Janu Prasetyo,"Adiwinoto,  Yogyakarta",AN,32543814,Male,9876543646,"Adiwinoto,  Yogyakarta"
603,Wisnu Agung Jayeng,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,AN,32543815,Male,9876543647,Kawedanan Kaprajuritan 1 Karaton Yogyakarta
604,Widodo,"Senopati Archery , Sukoharjo",AN,32543816,Male,9876543648,"Senopati Archery , Sukoharjo"
605,Andi Haryanto,"Jamasi, Bantul",AN,32543817,Male,9876543649,"Jamasi, Bantul"
606,Udaryanto,Perpatri Nusantara Jaya - Jogja,AN,32543818,Male,9876543650,Perpatri Nusantara Jaya - Jogja
607,Budi,Pashupatastra Magetan,AN,32543819,Male,9876543651,Pashupatastra Magetan
608,Sugihartanto,"Batara Archery, Jogja",AN,32543820,Male,9876543652,"Batara Archery, Jogja"
609,Muh Nur Rokhim,Gading Archery. Klaten,AN,32543821,Male,9876543653,Gading Archery. Klaten
610,Budi Anre,"Kali Yuga, Diy",AN,32543822,Male,9876543654,"Kali Yuga, Diy"
611,Karen Hardjo,"Pringgama,  Yogyakarta",AN,32543823,Male,9876543655,"Pringgama,  Yogyakarta"
612,Sutarno,"Yaaqowiyyu,  Klaten",AN,32543824,Male,9876543656,"Yaaqowiyyu,  Klaten"
613,Jeck Mahendra,"Manunggal Roso, Klaten",AO,32543825,Male,9876543657,"Manunggal Roso, Klaten"
614,Sutrisno,Jmg Pacitan,AO,32543826,Male,9876543658,Jmg Pacitan
615,Heru Mulyono,"Pari Unggul, Jogja",AO,32543827,Male,9876543659,"Pari Unggul, Jogja"
616,Bayu,"Jrs, Jogja",AO,32543828,Male,9876543660,"Jrs, Jogja"
617,Sholeh,"Jkobar, Surakarta",AO,32543829,Male,9876543661,"Jkobar, Surakarta"
618,Nurhadi,"Tirto Kembaran, Jogja",AO,32543830,Male,9876543662,"Tirto Kembaran, Jogja"
619,Rahmawan Rahadian Sakti,"Adiwinoto,  Yogyakarta",AO,32543831,Male,9876543663,"Adiwinoto,  Yogyakarta"
620,Enget Mustangin,"Aji Saka, Yogyakarta",AO,32543832,Male,9876543664,"Aji Saka, Yogyakarta"
621,Sandy Nurdianto,Archery Club Tasikmalaya (Act) Tasikmalaya,AO,32543833,Male,9876543665,Archery Club Tasikmalaya (Act) Tasikmalaya
622,Dedi Supriadi,"Cakra Wulung, Tasikmalaya",AO,32543834,Male,9876543666,"Cakra Wulung, Tasikmalaya"
623,Setiawan Aji,"Senopati Archery , Sukoharjo",AO,32543835,Male,9876543667,"Senopati Archery , Sukoharjo"
624,Jaka Sunarya,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AO,32543836,Male,9876543668,Kawedanan Kaprajuritan 3 Karaton Yogyakarta
625,M Fajar Apriyanto,"Jamasi, Bantul",AO,32543837,Male,9876543669,"Jamasi, Bantul"
626,Indratra Cakradigdaya,Perpatri Nusantara Jaya - Jogja,AO,32543838,Male,9876543670,Perpatri Nusantara Jaya - Jogja
627,Isnu Tw,"Jaluwasi,  Jogja",AO,32543839,Male,9876543671,"Jaluwasi,  Jogja"
628,Ridwan,"Jaluwasi,  Jogja",AP,32543840,Male,9876543672,"Jaluwasi,  Jogja"
629,Isnari,"Adiwinoto,  Yogyakarta",AP,32543841,Male,9876543673,"Adiwinoto,  Yogyakarta"
630,Kurniawan Wahyu Pamungkas,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AP,32543842,Male,9876543674,Kawedanan Kaprajuritan 3 Karaton Yogyakarta
631,Tony,Jmg Pacitan,AP,32543843,Male,9876543675,Jmg Pacitan
632,Muh Nazir Indra,"Jkobar, Surakarta",AP,32543844,Male,9876543676,"Jkobar, Surakarta"
633,Sringatipan,"Krido Purihutomo, Klaten",AP,32543845,Male,9876543677,"Krido Purihutomo, Klaten"
634,Margi,"Manunggal Roso, Klaten",AP,32543846,Male,9876543678,"Manunggal Roso, Klaten"
635,Sri Suharjo,"Senopati Archery , Sukoharjo",AP,32543847,Male,9876543679,"Senopati Archery , Sukoharjo"
636,Budi Laksono,Perpatri Nusantara Jaya - Jogja,AP,32543848,Male,9876543680,Perpatri Nusantara Jaya - Jogja
637,Anang Sumarno,Pashupatastra Magetan,AP,32543849,Male,9876543681,Pashupatastra Magetan
638,Yusuf,Gading Archery. Klaten,AP,32543850,Male,9876543682,Gading Archery. Klaten
639,Prapanca,"Kali Yuga, Diy",AP,32543851,Male,9876543683,"Kali Yuga, Diy"
640,I Gede Mujiyatna,"Pringgama,  Yogyakarta",AP,32543852,Male,9876543684,"Pringgama,  Yogyakarta"
641,Sutikno,"Kanjeng Ngeksigondo, Jogja",AP,32543853,Male,9876543685,"Kanjeng Ngeksigondo, Jogja"
642,Sujito,"Yaaqowiyyu,  Klaten",AP,32543854,Male,9876543686,"Yaaqowiyyu,  Klaten"
643,Edy Pramono,"Senopati Archery , Sukoharjo",AQ,32543855,Male,9876543687,"Senopati Archery , Sukoharjo"
644,Edi,"Kanjeng Ngeksigondo, Jogja",AQ,32543856,Male,9876543688,"Kanjeng Ngeksigondo, Jogja"
645,Soeprijatno,"Sambisena, Yogyakarta",AQ,32543857,Male,9876543689,"Sambisena, Yogyakarta"
646,Dwi Jalak,"Kalimosodo, Klaten",AQ,32543858,Male,9876543690,"Kalimosodo, Klaten"
647,Prasetya Budi Santoso,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,AQ,32543859,Male,9876543691,Kawedanan Kaprajuritan 1 Karaton Yogyakarta
648,Tulus Hidayat,Jmg Pacitan,AQ,32543860,Male,9876543692,Jmg Pacitan
649,Angga,"Jaluwasi,  Jogja",AQ,32543861,Male,9876543693,"Jaluwasi,  Jogja"
650,Abdullah,"Jkobar, Surakarta",AQ,32543862,Male,9876543694,"Jkobar, Surakarta"
651,Ilvan Rio Aryandi,"Adiwinoto,  Yogyakarta",AQ,32543863,Male,9876543695,"Adiwinoto,  Yogyakarta"
652,Zhajit,Pashupatastra Magetan,AQ,32543864,Male,9876543696,Pashupatastra Magetan
