number_participant,name,club,target_Name,nik,gender,phone,address,,
417,Ahmed Nur Kholis,"Ronggo Sedayu, Klaten",AA,32543629,Male,81255025782,"Ronggo Sedayu, Klaten",,
418,Budi Triono,"Hantu Maut, Yogyakarta",AA,32543630,Male,81255025783,"Hantu Maut, Yogyakarta",,
419,Winaryo,"Warastra ,  Sleman",AA,32543631,Male,81255025784,"Warastra ,  Sleman",,
420,Andri Wantoro,Jemparingan Panggungharjo Bantul,AA,32543632,Male,81255025785,Jemparingan Panggungharjo Bantul,,
421,Hasim Bahri,"Walet Basura Pajajaran, Jawa Barat",AA,32543633,Male,81255025786,"Walet Basura Pajajaran, Jawa Barat",,
422,Sugianto,"Gendewo Mas,  Banyumas",AA,32543634,Male,81255025787,"Gendewo Mas,  Banyumas",,
423,Charol,"Paguyuban Wirotomo , Jogja",AA,32543635,Male,81255025788,"Paguyuban Wirotomo , Jogja",,
424,Safrudin,"Patri Jiwo,  Gunungkidul",AA,32543636,Male,81255025789,"Patri Jiwo,  Gunungkidul",,
425,Sulardi," Jbs, Solo",AA,32543637,Male,81255025790," Jbs, Solo",,
426,Sutardi Heryana,"Walet Basura Pajajaran, Jawa Barat",AB,32543638,Male,81255025791,"Walet Basura Pajajaran, Jawa Barat",,
427,Haryanto,"Lembah Manah, Wonogiri",AB,32543639,Male,81255025792,"Lembah Manah, Wonogiri",,
428,Agung Budi,"Hantu Maut, Yogyakarta",AB,32543640,Male,81255025793,"Hantu Maut, Yogyakarta",,
429,Cris Wibowo,"Warastra Jati,  Gunungkidul",AB,32543641,Male,81255025794,"Warastra Jati,  Gunungkidul",,
430,Johan,"Gendewo Mas,  Banyumas",AB,32543642,Male,81255025795,"Gendewo Mas,  Banyumas",,
431,Asep Yulianto,"Digjaya Jemparingan, Jabar",AB,32543643,Male,81255025796,"Digjaya Jemparingan, Jabar",,
432,Ida Rasyid Rida,"Gondewa & Jamparing Galuh Ciamis, Jawa Barat",AB,32543644,Male,81255025797,"Gondewa & Jamparing Galuh Ciamis, Jawa Barat",,
433,Slamet Riyadi,"Patri Jiwo,  Gunungkidul",AB,32543645,Male,81255025798,"Patri Jiwo,  Gunungkidul",,
434,Yusroni,"Paguyuban Hizbul Wathan, Sukoharjo",AB,32543646,Male,81255025799,"Paguyuban Hizbul Wathan, Sukoharjo",,
435,Inggit Wibowo,"Deling Aji, Bantul",AB,32543647,Male,81255025800,"Deling Aji, Bantul",,
436,Darto,"Paguyuban Wirotomo , Jogja",AB,32543648,Male,81255025801,"Paguyuban Wirotomo , Jogja",,
437,Sutopo,"Kensinau, Kulon Progo",AB,32543649,Male,81255025802,"Kensinau, Kulon Progo",,
438,Sumaryadi,Agung Sedayu Jogja,AB,32543650,Male,81255025803,Agung Sedayu Jogja,,
439,Okta Kusuma,"Ronggo Sedayu, Klaten",AB,32543651,Male,81255025804,"Ronggo Sedayu, Klaten",,
440,Tata Saripudin,"Bolang Jemparing,  Jawa Barat",AB,32543652,Male,81255025805,"Bolang Jemparing,  Jawa Barat",,
441,Rustam Alamsyah,"Hantu Maut, Yogyakarta",AC,32543653,Male,81255025806,"Hantu Maut, Yogyakarta",,
442,Mardi Hidayatul  Fauzan,"Walet Basura Pajajaran, Jawa Barat",AC,32543654,Male,81255025807,"Walet Basura Pajajaran, Jawa Barat",,
443,Heru Budoyo,"Gendewo Mas,  Banyumas",AC,32543655,Male,81255025808,"Gendewo Mas,  Banyumas",,
444,Tio,"Paguyuban Wirotomo , Jogja",AC,32543656,Male,81255025809,"Paguyuban Wirotomo , Jogja",,
445,Budhi Basuki,"Patri Jiwo,  Gunungkidul",AC,32543657,Male,81255025810,"Patri Jiwo,  Gunungkidul",,
446,Margono," Jbs, Solo",AC,32543658,Male,81255025811," Jbs, Solo",,
447,Andi,"Paguyuban Hizbul Wathan, Sukoharjo",AC,32543659,Male,81255025812,"Paguyuban Hizbul Wathan, Sukoharjo",,
448,Kumoro Agung,"Deling Aji, Bantul",AC,32543660,Male,81255025813,"Deling Aji, Bantul",,
449,Wawan,"Bolang Jemparing,  Jawa Barat",AC,32543661,Male,81255025814,"Bolang Jemparing,  Jawa Barat",,
450,Gatot Setyo Nugroho,"Jemparingan Sar Ser, Banyumas.",AC,32543662,Male,81255025815,"Jemparingan Sar Ser, Banyumas.",,
451,Tukiman,"Brotodiningrat, Jogja",AC,32543663,Male,81255025816,"Brotodiningrat, Jogja",,
452,Slamet Juanto ,"Pratjimahastra, Boyolali",AC,32543664,Male,81255025817,"Pratjimahastra, Boyolali",,
453,Faros,"Jurang Pawon, Boyolali",AC,32543665,Male,81255025818,"Jurang Pawon, Boyolali",,
454,Ahmad Tofik,"Al Fath Archery, Klaten",AC,32543666,Male,81255025819,"Al Fath Archery, Klaten",,
455,Fauzan,"Alharist Archery , Jabar",AC,32543667,Male,81255025820,"Alharist Archery , Jabar",,
456,Denny,"Paguyuban Hizbul Wathan, Sukoharjo",AD,32543668,Male,81255025821,"Paguyuban Hizbul Wathan, Sukoharjo",,
457,Agus,"Paguyuban Wirotomo , Jogja",AD,32543669,Male,81255025822,"Paguyuban Wirotomo , Jogja",,
458,Heri Sukrisno,"Hantu Maut, Yogyakarta",AD,32543670,Male,81255025823,"Hantu Maut, Yogyakarta",,
459,Asep Wahidin,"Walet Basura Pajajaran, Jawa Barat",AD,32543671,Male,81255025824,"Walet Basura Pajajaran, Jawa Barat",,
460,Gunadi,"Sarang Aji Karsa, Kebumen",AD,32543672,Male,81255025825,"Sarang Aji Karsa, Kebumen",,
461,Nunu S,"Bolang Jemparing,  Jawa Barat",AD,32543673,Male,81255025826,"Bolang Jemparing,  Jawa Barat",,
462,Heru Pratomo Adji,"Jemparingan Sar Ser, Banyumas.",AD,32543674,Male,81255025827,"Jemparingan Sar Ser, Banyumas.",,
463,M. Zeni Purnomo,"Deling Aji, Bantul",AD,32543675,Male,81255025828,"Deling Aji, Bantul",,
464,Joe,"Brotodiningrat, Jogja",AD,32543676,Male,81255025829,"Brotodiningrat, Jogja",,
465,Sugiyanto (Bowo),"Pratjimahastra, Boyolali",AD,32543677,Male,81255025830,"Pratjimahastra, Boyolali",,
466,Suryani,"Jurang Pawon, Boyolali",AD,32543678,Male,81255025831,"Jurang Pawon, Boyolali",,
467,Risal Kurniawan,Kober Archery Society,AD,32543679,Male,81255025832,Kober Archery Society,,
468,Anto,"Al Fath Archery, Klaten",AD,32543680,Male,81255025833,"Al Fath Archery, Klaten",,
469,Toto Sunarto,"Alharist Archery , Jabar",AD,32543681,Male,81255025834,"Alharist Archery , Jabar",,
470,Min Gandring,"Sipas Tunggul Wulung, Klaten",AD,32543682,Male,81255025835,"Sipas Tunggul Wulung, Klaten",,
471,Gunawan,"Gajah Siraman, Jogja",AD,32543683,Male,81255025836,"Gajah Siraman, Jogja",,
472,Roejianto,"Jemparingan Sar Ser, Banyumas.",AE,32543684,Male,81255025837,"Jemparingan Sar Ser, Banyumas.",,
473,Adi Putranto,Erha Jemparing,AE,32543685,Male,81255025838,Erha Jemparing,,
474,Saiful,"Paguyuban Hizbul Wathan, Sukoharjo",AE,32543686,Male,81255025839,"Paguyuban Hizbul Wathan, Sukoharjo",,
475,Sumarjo,"Hantu Maut, Yogyakarta",AE,32543687,Male,81255025840,"Hantu Maut, Yogyakarta",,
476,Eman Suherman,"Walet Basura Pajajaran, Jawa Barat",AE,32543688,Male,81255025841,"Walet Basura Pajajaran, Jawa Barat",,
477,Heru,"Paguyuban Wirotomo , Jogja",AE,32543689,Male,81255025842,"Paguyuban Wirotomo , Jogja",,
478,Aryawanto Soebandono,"Brotodiningrat, Jogja",AE,32543690,Male,81255025843,"Brotodiningrat, Jogja",,
479,Hanafi,"Deling Aji, Bantul",AE,32543691,Male,81255025844,"Deling Aji, Bantul",,
480,Slamet Rianto,"Pratjimahastra, Boyolali",AE,32543692,Male,81255025845,"Pratjimahastra, Boyolali",,
481,Alfan,"Jurang Pawon, Boyolali",AE,32543693,Male,81255025846,"Jurang Pawon, Boyolali",,
482,Qomar,"Al Fath Archery, Klaten",AE,32543694,Male,81255025847,"Al Fath Archery, Klaten",,
483,Ari Suryana,"Sipas Tunggul Wulung, Klaten",AE,32543695,Male,81255025848,"Sipas Tunggul Wulung, Klaten",,
484,Karyono,"Wisanggeni, Bantul",AE,32543696,Male,81255025849,"Wisanggeni, Bantul",,
485,Ibnu Mubarok,"Suryastrawara, Yogyakarta",AE,32543697,Male,81255025850,"Suryastrawara, Yogyakarta",,
486,Musthofa,"Jkobar, Surakarta",AE,32543698,Male,81255025851,"Jkobar, Surakarta",,
487,Dwijoko,"Kanwa, Sukoharjo",AE,32543699,Male,81255025852,"Kanwa, Sukoharjo",,
488,Slamet Sutarno,"Pratjimahastra, Boyolali",AF,32543700,Male,81255025853,"Pratjimahastra, Boyolali",,
489,Eman Yudiono,Kober Archery Society,AF,32543701,Male,81255025854,Kober Archery Society,,
490,Asmanu Budi Sambojo,"Hantu Maut, Yogyakarta",AF,32543702,Male,81255025855,"Hantu Maut, Yogyakarta",,
491,Sholikin,"Jurang Pawon, Boyolali",AF,32543703,Male,81255025856,"Jurang Pawon, Boyolali",,
492,Sariman,"Deling Aji, Bantul",AF,32543704,Male,81255025857,"Deling Aji, Bantul",,
493,Heru Wismanto,"Jemparingan Sar Ser, Banyumas.",AF,32543705,Male,81255025858,"Jemparingan Sar Ser, Banyumas.",,
494,Andi Yuwono,"Brotodiningrat, Jogja",AF,32543706,Male,81255025859,"Brotodiningrat, Jogja",,
495,Deni Kusna,"Trj Jemparing,  Bandung",AF,32543707,Male,81255025860,"Trj Jemparing,  Bandung",,
496,Rasmin Surachman,"Raspati Jamparing,  Bandung",AF,32543708,Male,81255025861,"Raspati Jamparing,  Bandung",,
497,Wawan,"Paguyuban Wirotomo , Jogja",AF,32543709,Male,81255025862,"Paguyuban Wirotomo , Jogja",,
498,Junaidi,"Paguyuban Hizbul Wathan, Sukoharjo",AF,32543710,Male,81255025863,"Paguyuban Hizbul Wathan, Sukoharjo",,
499,Fatkhur,"Al Fath Archery, Klaten",AF,32543711,Male,81255025864,"Al Fath Archery, Klaten",,
500,Nugroho Budi Santoso,"Sipas Tunggul Wulung, Klaten",AF,32543712,Male,81255025865,"Sipas Tunggul Wulung, Klaten",,
501,Rudi Hartono,"Suryastrawara, Yogyakarta",AF,32543713,Male,81255025866,"Suryastrawara, Yogyakarta",,
502,Arif Fatoni,"Jkobar, Surakarta",AF,32543714,Male,81255025867,"Jkobar, Surakarta",,
503,Reza Sabian,"Kanwa, Sukoharjo",AF,32543715,Male,81255025868,"Kanwa, Sukoharjo",,
504,M. Taufik,"Al Fath Archery, Klaten",AG,32543716,Male,81255025869,"Al Fath Archery, Klaten",,
505,Moh. Fauzan N,Kober Archery Society,AG,32543717,Male,81255025870,Kober Archery Society,,
506,Arief Kuncoro,"Alharist Archery , Jabar",AG,32543718,Male,81255025871,"Alharist Archery , Jabar",,
507,Indratmoko,"Pratjimahastra, Boyolali",AG,32543719,Male,81255025872,"Pratjimahastra, Boyolali",,
508,Zain Nurohman,"Deling Aji, Bantul",AG,32543720,Male,81255025873,"Deling Aji, Bantul",,
509,Ismu Raditya,"Hantu Maut, Yogyakarta",AG,32543721,Male,81255025874,"Hantu Maut, Yogyakarta",,
510,Zen,"Paguyuban Hizbul Wathan, Sukoharjo",AG,32543722,Male,81255025875,"Paguyuban Hizbul Wathan, Sukoharjo",,
511,Widodo,"Jurang Pawon, Boyolali",AG,32543723,Male,81255025876,"Jurang Pawon, Boyolali",,
512,Suhirman,"Suryastrawara, Yogyakarta",AG,32543724,Male,81255025877,"Suryastrawara, Yogyakarta",,
513,Iwan Romadhon,"Sipas Tunggul Wulung, Klaten",AG,32543725,Male,81255025878,"Sipas Tunggul Wulung, Klaten",,
514,Nanank,"Jkobar, Surakarta",AG,32543726,Male,81255025879,"Jkobar, Surakarta",,
515,Mauluna Kiswata,"Tirto Kembaran, Jogja",AG,32543727,Male,81255025880,"Tirto Kembaran, Jogja",,
516,Nugroho Purnomo Putro,"Adiwinoto,  Yogyakarta",AG,32543728,Male,81255025881,"Adiwinoto,  Yogyakarta",,
517,Andriyandono,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,AG,32543729,Male,81255025882,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,,
518,Reka,Ardjo Kliwon Jogja,AG,32543730,Male,81255025883,Ardjo Kliwon Jogja,,
519,Sukirman,Pnj Sidoarjo,AG,32543731,Male,81255025884,Pnj Sidoarjo,,
520,Rokhim,"Gajah Siraman, Jogja",AH,32543732,Male,81255025885,"Gajah Siraman, Jogja",,
521,Winarno,"Pratjimahastra, Boyolali",AH,32543733,Male,81255025886,"Pratjimahastra, Boyolali",,
522,Adnan,"Wisanggeni, Bantul",AH,32543734,Male,81255025887,"Wisanggeni, Bantul",,
523,Bowo,"Paguyuban Hizbul Wathan, Sukoharjo",AH,32543735,Male,81255025888,"Paguyuban Hizbul Wathan, Sukoharjo",,
524,Wahono,"Jurang Pawon, Boyolali",AH,32543736,Male,81255025889,"Jurang Pawon, Boyolali",,
525,Ridwan,"Al Fath Archery, Klaten",AH,32543737,Male,81255025890,"Al Fath Archery, Klaten",,
526,Harjanto,"Sipas Tunggul Wulung, Klaten",AH,32543738,Male,81255025891,"Sipas Tunggul Wulung, Klaten",,
527,Saiful Anam,"Suryastrawara, Yogyakarta",AH,32543739,Male,81255025892,"Suryastrawara, Yogyakarta",,
528,Ananda Catur Putra,"Tirto Kembaran, Jogja",AH,32543740,Male,81255025893,"Tirto Kembaran, Jogja",,
529,Muhammad Azim Rozi,"Adiwinoto,  Yogyakarta",AH,32543741,Male,81255025894,"Adiwinoto,  Yogyakarta",,
530,Suparmanto,Aji Tsura Sidorejo,AH,32543742,Male,81255025895,Aji Tsura Sidorejo,,
531,Mufti Khanafi,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,AH,32543743,Male,81255025896,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,,
532,Lukman Santoso,"Jkobar, Surakarta",AH,32543744,Male,81255025897,"Jkobar, Surakarta",,
533,Yafi,Ardjo Kliwon Jogja,AH,32543745,Male,81255025898,Ardjo Kliwon Jogja,,
534,Hendra S Leksana,Pnj Sidoarjo,AH,32543746,Male,81255025899,Pnj Sidoarjo,,
535,Alsa Daruna,Jmg Pacitan,AH,32543747,Male,81255025900,Jmg Pacitan,,
536,Budiawan,"Jkobar, Surakarta",AI,32543748,Male,81255025901,"Jkobar, Surakarta",,
537,Dony Kurniawan,Aji Tsura Sidorejo,AI,32543749,Male,81255025902,Aji Tsura Sidorejo,,
538,Hendri Avrianto,"Sipas Tunggul Wulung, Klaten",AI,32543750,Male,81255025903,"Sipas Tunggul Wulung, Klaten",,
539,Muh.Aqeel Adz-Dzaky,"Suryastrawara, Yogyakarta",AI,32543751,Male,81255025904,"Suryastrawara, Yogyakarta",,
540,Gatut S,"Pratjimahastra, Boyolali",AI,32543752,Male,81255025905,"Pratjimahastra, Boyolali",,
541,Warsono,"Al Fath Archery, Klaten",AI,32543753,Male,81255025906,"Al Fath Archery, Klaten",,
542,Purwanto,"Wiratama Ad, Jogja",AI,32543754,Male,81255025907,"Wiratama Ad, Jogja",,
543,Catur Hari,"Kanwa, Sukoharjo",AI,32543755,Male,81255025908,"Kanwa, Sukoharjo",,
544,Dadang Dedianto,"Adiwinoto,  Yogyakarta",AI,32543756,Male,81255025909,"Adiwinoto,  Yogyakarta",,
545,Ary Yunanto,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,AI,32543757,Male,81255025910,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,,
546,Adi Budi,Pnj Sidoarjo,AI,32543758,Male,81255025911,Pnj Sidoarjo,,
547,Nur Hidayat,Jmg Pacitan,AI,32543759,Male,81255025912,Jmg Pacitan,,
548,Gendro,"Manunggal Roso, Klaten",AI,32543760,Male,81255025913,"Manunggal Roso, Klaten",,
549,Ganjar Wahyudi,"Aji Saka, Yogyakarta",AI,32543761,Male,81255025914,"Aji Saka, Yogyakarta",,
550,Dede Kusmana,"Cakra Wulung, Tasikmalaya",AI,32543762,Male,81255025915,"Cakra Wulung, Tasikmalaya",,
551,Firdy Hangga Saputra,"Tirto Kembaran, Jogja",AI,32543763,Male,81255025916,"Tirto Kembaran, Jogja",,
552,Jarot,"Tirto Kembaran, Jogja",AJ,32543764,Male,81255025917,"Tirto Kembaran, Jogja",,
553,Jaya,Langenastro,AJ,32543765,Male,81255025918,Langenastro,,
554,Santo,"Al Fath Archery, Klaten",AJ,32543766,Male,81255025919,"Al Fath Archery, Klaten",,
555,Yusuf Zaky Setiawan,"Sipas Tunggul Wulung, Klaten",AJ,32543767,Male,81255025920,"Sipas Tunggul Wulung, Klaten",,
556,Budiono,"Pratjimahastra, Boyolali",AJ,32543768,Male,81255025921,"Pratjimahastra, Boyolali",,
557,Toriq Rasidi,"Jkobar, Surakarta",AJ,32543769,Male,81255025922,"Jkobar, Surakarta",,
558,Rasyidin,Pnj Sidoarjo,AJ,32543770,Male,81255025923,Pnj Sidoarjo,,
559,Nyata Hadi,Jmg Pacitan,AJ,32543771,Male,81255025924,Jmg Pacitan,,
560,Kuncoro,"Manunggal Roso, Klaten",AJ,32543772,Male,81255025925,"Manunggal Roso, Klaten",,
561,Ari Apriono,"Aji Saka, Yogyakarta",AJ,32543773,Male,81255025926,"Aji Saka, Yogyakarta",,
562,Agus Supriyadi,"Adiwinoto,  Yogyakarta",AJ,32543774,Male,81255025927,"Adiwinoto,  Yogyakarta",,
563,Sandi,"Cakra Wulung, Tasikmalaya",AJ,32543775,Male,81255025928,"Cakra Wulung, Tasikmalaya",,
564,Margono,"Jaluwasi,  Jogja",AJ,32543776,Male,81255025929,"Jaluwasi,  Jogja",,
565,Basuki,"Kanjeng Ngeksigondo, Jogja",AJ,32543777,Male,81255025930,"Kanjeng Ngeksigondo, Jogja",,
566,Sastropandiperwito,"Sambisena, Yogyakarta",AJ,32543778,Male,81255025931,"Sambisena, Yogyakarta",,
567,Rahmat Basuki,"Senopati Archery , Sukoharjo",AJ,32543779,Male,81255025932,"Senopati Archery , Sukoharjo",,
568,Aditya Agung Wibowo,"Adiwinoto,  Yogyakarta",AK,32543780,Male,81255025933,"Adiwinoto,  Yogyakarta",,
569,M Taufel,"Tirto Kembaran, Jogja",AK,32543781,Male,81255025934,"Tirto Kembaran, Jogja",,
570,Moh Galib,"Jkobar, Surakarta",AK,32543782,Male,81255025935,"Jkobar, Surakarta",,
571,Bambang Mbuka Nugraha,"Sipas Tunggul Wulung, Klaten",AK,32543783,Male,81255025936,"Sipas Tunggul Wulung, Klaten",,
572,Hanung,"Kanjeng Ngeksigondo, Jogja",AK,32543784,Male,81255025937,"Kanjeng Ngeksigondo, Jogja",,
573,Tri Gunawan,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,AK,32543785,Male,81255025938,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,,
574,Yanu Anggara,Pnj Sidoarjo,AK,32543786,Male,81255025939,Pnj Sidoarjo,,
575,Anang,Jmg Pacitan,AK,32543787,Male,81255025940,Jmg Pacitan,,
576,Cahyo,"Manunggal Roso, Klaten",AK,32543788,Male,81255025941,"Manunggal Roso, Klaten",,
577,Ditya,"Jaluwasi,  Jogja",AK,32543789,Male,81255025942,"Jaluwasi,  Jogja",,
578,Slamet,Langenastro,AK,32543790,Male,81255025943,Langenastro,,
579,Dian,"Cakra Wulung, Tasikmalaya",AK,32543791,Male,81255025944,"Cakra Wulung, Tasikmalaya",,
580,B Ganaliza Ardyanto,"Sambisena, Yogyakarta",AK,32543792,Male,81255025945,"Sambisena, Yogyakarta",,
581,Tri Pujo,"Senopati Archery , Sukoharjo",AK,32543793,Male,81255025946,"Senopati Archery , Sukoharjo",,
582,Amir Hamzah,"Jamasi, Bantul",AK,32543794,Male,81255025947,"Jamasi, Bantul",,
583,Wahyu Yuli Hartono,Perpatri Nusantara Jaya - Jogja,AK,32543795,Male,81255025948,Perpatri Nusantara Jaya - Jogja,,
584,Erwan Supriyanto,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,AL,32543796,Male,81255025949,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,,
585,Haidar,Langenastro,AL,32543797,Male,81255025950,Langenastro,,
586,Slamet Murwanto,"Tirto Kembaran, Jogja",AL,32543798,Male,81255025951,"Tirto Kembaran, Jogja",,
587,Suparjo Rustam,"Al Fath Archery, Klaten",AL,32543799,Male,81255025952,"Al Fath Archery, Klaten",,
588,Tri Atmanto,"Jkobar, Surakarta",AL,32543800,Male,81255025953,"Jkobar, Surakarta",,
589,Purwanto,"Pasty Istimewa ,  Yogyakarta",AL,32543801,Male,81255025954,"Pasty Istimewa ,  Yogyakarta",,
590,Joko Prasetyo,"Adiwinoto,  Yogyakarta",AL,32543802,Male,81255025955,"Adiwinoto,  Yogyakarta",,
591,Tiyono Achmadi,Jmg Pacitan,AL,32543803,Male,81255025956,Jmg Pacitan,,
592,Sumarno,"Aji Saka, Yogyakarta",AL,32543804,Male,81255025957,"Aji Saka, Yogyakarta",,
593,Widi,"Jaluwasi,  Jogja",AL,32543805,Male,81255025958,"Jaluwasi,  Jogja",,
594,Heri S,"Kanjeng Ngeksigondo, Jogja",AL,32543806,Male,81255025959,"Kanjeng Ngeksigondo, Jogja",,
595,Odie,"Senopati Archery , Sukoharjo",AL,32543807,Male,81255025960,"Senopati Archery , Sukoharjo",,
596,Satria Alde Nala Asahaja,"Jamasi, Bantul",AL,32543808,Male,81255025961,"Jamasi, Bantul",,
597,Ir. Sudaryanto,Perpatri Nusantara Jaya - Jogja,AL,32543809,Male,81255025962,Perpatri Nusantara Jaya - Jogja,,
598,Ans Nawantara,"Marto, Jogja",AL,32543810,Male,81255025963,"Marto, Jogja",,
599,Sukiman,"Al Jawi, Wonogiri",AL,32543811,Male,81255025964,"Al Jawi, Wonogiri",,
600,Ardi Pamikat,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AM,32543812,Male,81255025965,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,,
601,Aris Budi Wahono,Ardjo Kliwon Jogja,AM,32543813,Male,81255025966,Ardjo Kliwon Jogja,,
602,Abah Hari,Pnj Sidoarjo,AM,32543814,Male,81255025967,Pnj Sidoarjo,,
603,Hernawan,Jmg Pacitan,AM,32543815,Male,81255025968,Jmg Pacitan,,
604,Seno,"Al Fath Archery, Klaten",AM,32543816,Male,81255025969,"Al Fath Archery, Klaten",,
605,Darmono,"Jkobar, Surakarta",AM,32543817,Male,81255025970,"Jkobar, Surakarta",,
606,Dwi Purwanto,"Tirto Kembaran, Jogja",AM,32543818,Male,81255025971,"Tirto Kembaran, Jogja",,
607,Bambang Purnomo,"Adiwinoto,  Yogyakarta",AM,32543819,Male,81255025972,"Adiwinoto,  Yogyakarta",,
608,Suharjono,"Marto, Jogja",AM,32543820,Male,81255025973,"Marto, Jogja",,
609,Agung Prasetyo Subroto,Perpatri Nusantara Jaya - Jogja,AM,32543821,Male,81255025974,Perpatri Nusantara Jaya - Jogja,,
610,Azka,Langenastro,AM,32543822,Male,81255025975,Langenastro,,
611,Haryoko,"Jamasi, Bantul",AM,32543823,Male,81255025976,"Jamasi, Bantul",,
612,Erri,"Kanjeng Ngeksigondo, Jogja",AM,32543824,Male,81255025977,"Kanjeng Ngeksigondo, Jogja",,
613,Triyono,"Senopati Archery , Sukoharjo",AM,32543825,Male,81255025978,"Senopati Archery , Sukoharjo",,
614,Yatno,Pashupatastra Magetan,AM,32543826,Male,81255025979,Pashupatastra Magetan,,
615,Istiardi,"Batara Archery, Jogja",AM,32543827,Male,81255025980,"Batara Archery, Jogja",,
616,Singgih,"Jaluwasi,  Jogja",AN,32543828,Male,81255025981,"Jaluwasi,  Jogja",,
617,Andi,Langenastro,AN,32543829,Male,81255025982,Langenastro,,
618,Roedito,Jmg Pacitan,AN,32543830,Male,81255025983,Jmg Pacitan,,
619,Fx Purnomo,"Jkobar, Surakarta",AN,32543831,Male,81255025984,"Jkobar, Surakarta",,
620,Yonni Prasetya,"Tirto Kembaran, Jogja",AN,32543832,Male,81255025985,"Tirto Kembaran, Jogja",,
621,Janu Prasetyo,"Adiwinoto,  Yogyakarta",AN,32543833,Male,81255025986,"Adiwinoto,  Yogyakarta",,
622,Wisnu Agung Jayeng,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,AN,32543834,Male,81255025987,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,,
623,Widodo,"Senopati Archery , Sukoharjo",AN,32543835,Male,81255025988,"Senopati Archery , Sukoharjo",,
624,Andi Haryanto,"Jamasi, Bantul",AN,32543836,Male,81255025989,"Jamasi, Bantul",,
625,Udaryanto,Perpatri Nusantara Jaya - Jogja,AN,32543837,Male,81255025990,Perpatri Nusantara Jaya - Jogja,,
626,Budi,Pashupatastra Magetan,AN,32543838,Male,81255025991,Pashupatastra Magetan,,
627,Sugihartanto,"Batara Archery, Jogja",AN,32543839,Male,81255025992,"Batara Archery, Jogja",,
628,Muh Nur Rokhim,Gading Archery. Klaten,AN,32543840,Male,81255025993,Gading Archery. Klaten,,
629,Budi Anre,"Kali Yuga, Diy",AN,32543841,Male,81255025994,"Kali Yuga, Diy",,
630,Karen Hardjo,"Pringgama,  Yogyakarta",AN,32543842,Male,81255025995,"Pringgama,  Yogyakarta",,
631,Sutarno,"Yaaqowiyyu,  Klaten",AN,32543843,Male,81255025996,"Yaaqowiyyu,  Klaten",,
632,Jeck Mahendra,"Manunggal Roso, Klaten",AO,32543844,Male,81255025997,"Manunggal Roso, Klaten",,
633,Sutrisno,Jmg Pacitan,AO,32543845,Male,81255025998,Jmg Pacitan,,
634,Heru Mulyono,"Pari Unggul, Jogja",AO,32543846,Male,81255025999,"Pari Unggul, Jogja",,
635,Bayu,"Jrs, Jogja",AO,32543847,Male,81255026000,"Jrs, Jogja",,
636,Sholeh,"Jkobar, Surakarta",AO,32543848,Male,81255026001,"Jkobar, Surakarta",,
637,Nurhadi,"Tirto Kembaran, Jogja",AO,32543849,Male,81255026002,"Tirto Kembaran, Jogja",,
638,Rahmawan Rahadian Sakti,"Adiwinoto,  Yogyakarta",AO,32543850,Male,81255026003,"Adiwinoto,  Yogyakarta",,
639,Enget Mustangin,"Aji Saka, Yogyakarta",AO,32543851,Male,81255026004,"Aji Saka, Yogyakarta",,
640,Sandy Nurdianto,Archery Club Tasikmalaya (Act) Tasikmalaya,AO,32543852,Male,81255026005,Archery Club Tasikmalaya (Act) Tasikmalaya,,
641,Dedi Supriadi,"Cakra Wulung, Tasikmalaya",AO,32543853,Male,81255026006,"Cakra Wulung, Tasikmalaya",,
642,Agung S,Langenastro,AO,32543854,Male,81255026007,Langenastro,,
643,Setiawan Aji,"Senopati Archery , Sukoharjo",AO,32543855,Male,81255026008,"Senopati Archery , Sukoharjo",,
644,Jaka Sunarya,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,AO,32543856,Male,81255026009,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,,
645,M Fajar Apriyanto,"Jamasi, Bantul",AO,32543857,Male,81255026010,"Jamasi, Bantul",,
646,Indratra Cakradigdaya,Perpatri Nusantara Jaya - Jogja,AO,32543858,Male,81255026011,Perpatri Nusantara Jaya - Jogja,,
647,Isnu Tw,"Jaluwasi,  Jogja",AO,32543859,Male,81255026012,"Jaluwasi,  Jogja",,
648,Ridwan,"Jaluwasi,  Jogja",AP,32543860,Male,81255026013,"Jaluwasi,  Jogja",,
649,Andong,Langenastro,AP,32543861,Male,81255026014,Langenastro,,
650,Isnari,"Adiwinoto,  Yogyakarta",AP,32543862,Male,81255026015,"Adiwinoto,  Yogyakarta",,
