number_participant,name,club,nik,gender,phone,address,target_Name,
390,Sutardi Heryana,"Walet Basura Pajajaran, Jawa Barat",32543602,Male,35159934855,"Walet Basura Pajajaran, Jawa Barat",Target AB,
391,Haryanto,"Lembah Manah, Wonogiri",32543603,Male,35285750585,"Lembah Manah, Wonogiri",Target AB,
392,Agung Budi,"Hantu Maut, Yogyakarta",32543604,Male,35411566315,"Hantu Maut, Yogyakarta",Target AB,
393,Cris Wibowo,"Warastra Jati,  Gunungkidul",32543605,Male,35537382045,"Warastra Jati,  Gunungkidul",Target AB,
394,Johan,"Gendewo Mas,  Banyumas",32543606,Male,35663197775,"Gendewo Mas,  Banyumas",Target AB,
395,Asep Yulianto,"Digjaya Jemparingan, Jabar",32543607,Male,35789013505,"Digjaya Jemparingan, Jabar",Target AB,
396,Ida Rasyid Rida,"Gondewa & Jamparing Galuh Ciamis, Jawa Barat",32543608,Male,35914829235,"Gondewa & Jamparing Galuh Ciamis, Jawa Barat",Target AB,
397,Slamet Riyadi,"Patri Jiwo,  Gunungkidul",32543609,Male,36040644965,"Patri Jiwo,  Gunungkidul",Target AB,
398,Yusroni,"Paguyuban Hizbul Wathan, Sukoharjo",32543610,Male,36166460695,"Paguyuban Hizbul Wathan, Sukoharjo",Target AB,
399,Inggit Wibowo,"Deling Aji, Bantul",32543611,Male,36292276425,"Deling Aji, Bantul",Target AB,
400,Darto,"Paguyuban Wirotomo , Jogja",32543612,Male,36418092155,"Paguyuban Wirotomo , Jogja",Target AB,
401,Sutopo,"Kensinau, Kulon Progo",32543613,Male,36543907885,"Kensinau, Kulon Progo",Target AB,
402,Sumaryadi,Agung Sedayu Jogja,32543614,Male,36669723615,Agung Sedayu Jogja,Target AB,
403,Okta Kusuma,"Ronggo Sedayu, Klaten",32543615,Male,36795539345,"Ronggo Sedayu, Klaten",Target AB,
404,Tata Saripudin,"Bolang Jemparing,  Jawa Barat",32543616,Male,36921355075,"Bolang Jemparing,  Jawa Barat",Target AB,
405,Rustam Alamsyah,"Hantu Maut, Yogyakarta",32543617,Male,37047170805,"Hantu Maut, Yogyakarta",Target AC,
406,Mardi Hidayatul  Fauzan,"Walet Basura Pajajaran, Jawa Barat",32543618,Male,37172986535,"Walet Basura Pajajaran, Jawa Barat",Target AC,
407,Heru Budoyo,"Gendewo Mas,  Banyumas",32543619,Male,37298802265,"Gendewo Mas,  Banyumas",Target AC,
408,Tio,"Paguyuban Wirotomo , Jogja",32543620,Male,37424617995,"Paguyuban Wirotomo , Jogja",Target AC,
409,Budhi Basuki,"Patri Jiwo,  Gunungkidul",32543621,Male,37550433725,"Patri Jiwo,  Gunungkidul",Target AC,
410,Margono," Jbs, Solo",32543622,Male,37676249455," Jbs, Solo",Target AC,
411,Andi,"Paguyuban Hizbul Wathan, Sukoharjo",32543623,Male,37802065185,"Paguyuban Hizbul Wathan, Sukoharjo",Target AC,
412,Kumoro Agung,"Deling Aji, Bantul",32543624,Male,37927880915,"Deling Aji, Bantul",Target AC,
413,Wawan,"Bolang Jemparing,  Jawa Barat",32543625,Male,38053696645,"Bolang Jemparing,  Jawa Barat",Target AC,
414,Gatot Setyo Nugroho,"Jemparingan Sar Ser, Banyumas.",32543626,Male,38179512375,"Jemparingan Sar Ser, Banyumas.",Target AC,
415,Tukiman,"Brotodiningrat, Jogja",32543627,Male,38305328105,"Brotodiningrat, Jogja",Target AC,
416,Slamet Juanto ,"Pratjimahastra, Boyolali",32543628,Male,38431143835,"Pratjimahastra, Boyolali",Target AC,
417,Faros,"Jurang Pawon, Boyolali",32543629,Male,38556959565,"Jurang Pawon, Boyolali",Target AC,
418,Ahmad Tofik,"Al Fath Archery, Klaten",32543630,Male,38682775295,"Al Fath Archery, Klaten",Target AC,
419,Fauzan,"Alharist Archery , Jabar",32543631,Male,38808591025,"Alharist Archery , Jabar",Target AC,
420,Denny,"Paguyuban Hizbul Wathan, Sukoharjo",32543632,Male,38934406755,"Paguyuban Hizbul Wathan, Sukoharjo",Target AD,
421,Agus,"Paguyuban Wirotomo , Jogja",32543633,Male,39060222485,"Paguyuban Wirotomo , Jogja",Target AD,
422,Heri Sukrisno,"Hantu Maut, Yogyakarta",32543634,Male,39186038215,"Hantu Maut, Yogyakarta",Target AD,
423,Asep Wahidin,"Walet Basura Pajajaran, Jawa Barat",32543635,Male,39311853945,"Walet Basura Pajajaran, Jawa Barat",Target AD,
424,Gunadi,"Sarang Aji Karsa, Kebumen",32543636,Male,39437669675,"Sarang Aji Karsa, Kebumen",Target AD,
425,Nunu S,"Bolang Jemparing,  Jawa Barat",32543637,Male,39563485405,"Bolang Jemparing,  Jawa Barat",Target AD,
426,Heru Pratomo Adji,"Jemparingan Sar Ser, Banyumas.",32543638,Male,39689301135,"Jemparingan Sar Ser, Banyumas.",Target AD,
427,M. Zeni Purnomo,"Deling Aji, Bantul",32543639,Male,39815116865,"Deling Aji, Bantul",Target AD,
428,Joe,"Brotodiningrat, Jogja",32543640,Male,39940932595,"Brotodiningrat, Jogja",Target AD,
429,Sugiyanto (Bowo),"Pratjimahastra, Boyolali",32543641,Male,40066748325,"Pratjimahastra, Boyolali",Target AD,
430,Suryani,"Jurang Pawon, Boyolali",32543642,Male,40192564055,"Jurang Pawon, Boyolali",Target AD,
431,Anto,"Al Fath Archery, Klaten",32543643,Male,40318379785,"Al Fath Archery, Klaten",Target AD,
432,Toto Sunarto,"Alharist Archery , Jabar",32543644,Male,40444195515,"Alharist Archery , Jabar",Target AD,
433,Min Gandring,"Sipas Tunggul Wulung, Klaten",32543645,Male,40570011245,"Sipas Tunggul Wulung, Klaten",Target AD,
434,Gunawan,"Gajah Siraman, Jogja",32543646,Male,40695826975,"Gajah Siraman, Jogja",Target AD,
435,Roejianto,"Jemparingan Sar Ser, Banyumas.",32543647,Male,40821642705,"Jemparingan Sar Ser, Banyumas.",Target AE,
436,Saiful,"Paguyuban Hizbul Wathan, Sukoharjo",32543648,Male,40947458435,"Paguyuban Hizbul Wathan, Sukoharjo",Target AE,
437,Sumarjo,"Hantu Maut, Yogyakarta",32543649,Male,41073274165,"Hantu Maut, Yogyakarta",Target AE,
438,Eman Suherman,"Walet Basura Pajajaran, Jawa Barat",32543650,Male,41199089895,"Walet Basura Pajajaran, Jawa Barat",Target AE,
439,Heru,"Paguyuban Wirotomo , Jogja",32543651,Male,41324905625,"Paguyuban Wirotomo , Jogja",Target AE,
440,Aryawanto Soebandono,"Brotodiningrat, Jogja",32543652,Male,41450721355,"Brotodiningrat, Jogja",Target AE,
441,Hanafi,"Deling Aji, Bantul",32543653,Male,41576537085,"Deling Aji, Bantul",Target AE,
442,Slamet Rianto,"Pratjimahastra, Boyolali",32543654,Male,41702352815,"Pratjimahastra, Boyolali",Target AE,
443,Alfan,"Jurang Pawon, Boyolali",32543655,Male,41828168545,"Jurang Pawon, Boyolali",Target AE,
444,Qomar,"Al Fath Archery, Klaten",32543656,Male,41953984275,"Al Fath Archery, Klaten",Target AE,
445,Ari Suryana,"Sipas Tunggul Wulung, Klaten",32543657,Male,42079800005,"Sipas Tunggul Wulung, Klaten",Target AE,
446,Karyono,"Wisanggeni, Bantul",32543658,Male,42205615735,"Wisanggeni, Bantul",Target AE,
447,Ibnu Mubarok,"Suryastrawara, Yogyakarta",32543659,Male,42331431465,"Suryastrawara, Yogyakarta",Target AE,
448,Musthofa,"Jkobar, Surakarta",32543660,Male,42457247195,"Jkobar, Surakarta",Target AE,
449,Dwijoko,"Kanwa, Sukoharjo",32543661,Male,42583062925,"Kanwa, Sukoharjo",Target AE,
450,Slamet Sutarno,"Pratjimahastra, Boyolali",32543662,Male,42708878655,"Pratjimahastra, Boyolali",Target AF,
451,Asmanu Budi Sambojo,"Hantu Maut, Yogyakarta",32543663,Male,42834694385,"Hantu Maut, Yogyakarta",Target AF,
452,Sholikin,"Jurang Pawon, Boyolali",32543664,Male,42960510115,"Jurang Pawon, Boyolali",Target AF,
453,Sariman,"Deling Aji, Bantul",32543665,Male,43086325845,"Deling Aji, Bantul",Target AF,
454,Heru Wismanto,"Jemparingan Sar Ser, Banyumas.",32543666,Male,43212141575,"Jemparingan Sar Ser, Banyumas.",Target AF,
455,Andi Yuwono,"Brotodiningrat, Jogja",32543667,Male,43337957305,"Brotodiningrat, Jogja",Target AF,
456,Deni Kusna,"Trj Jemparing,  Bandung",32543668,Male,43463773035,"Trj Jemparing,  Bandung",Target AF,
457,Rasmin Surachman,"Raspati Jamparing,  Bandung",32543669,Male,43589588765,"Raspati Jamparing,  Bandung",Target AF,
458,Wawan,"Paguyuban Wirotomo , Jogja",32543670,Male,43715404495,"Paguyuban Wirotomo , Jogja",Target AF,
459,Junaidi,"Paguyuban Hizbul Wathan, Sukoharjo",32543671,Male,43841220225,"Paguyuban Hizbul Wathan, Sukoharjo",Target AF,
460,Fatkhur,"Al Fath Archery, Klaten",32543672,Male,43967035955,"Al Fath Archery, Klaten",Target AF,
461,Nugroho Budi Santoso,"Sipas Tunggul Wulung, Klaten",32543673,Male,44092851685,"Sipas Tunggul Wulung, Klaten",Target AF,
462,Rudi Hartono,"Suryastrawara, Yogyakarta",32543674,Male,44218667415,"Suryastrawara, Yogyakarta",Target AF,
463,Arif Fatoni,"Jkobar, Surakarta",32543675,Male,44344483145,"Jkobar, Surakarta",Target AF,
464,Reza Sabian,"Kanwa, Sukoharjo",32543676,Male,44470298875,"Kanwa, Sukoharjo",Target AF,
465,M. Taufik,"Al Fath Archery, Klaten",32543677,Male,44596114605,"Al Fath Archery, Klaten",Target AG,
466,Arief Kuncoro,"Alharist Archery , Jabar",32543678,Male,44721930335,"Alharist Archery , Jabar",Target AG,
467,Indratmoko,"Pratjimahastra, Boyolali",32543679,Male,44847746065,"Pratjimahastra, Boyolali",Target AG,
468,Zain Nurohman,"Deling Aji, Bantul",32543680,Male,44973561795,"Deling Aji, Bantul",Target AG,
469,Ismu Raditya,"Hantu Maut, Yogyakarta",32543681,Male,45099377525,"Hantu Maut, Yogyakarta",Target AG,
470,Zen,"Paguyuban Hizbul Wathan, Sukoharjo",32543682,Male,45225193255,"Paguyuban Hizbul Wathan, Sukoharjo",Target AG,
471,Widodo,"Jurang Pawon, Boyolali",32543683,Male,45351008985,"Jurang Pawon, Boyolali",Target AG,
472,Suhirman,"Suryastrawara, Yogyakarta",32543684,Male,45476824715,"Suryastrawara, Yogyakarta",Target AG,
473,Iwan Romadhon,"Sipas Tunggul Wulung, Klaten",32543685,Male,45602640445,"Sipas Tunggul Wulung, Klaten",Target AG,
474,Nanank,"Jkobar, Surakarta",32543686,Male,45728456175,"Jkobar, Surakarta",Target AG,
475,Mauluna Kiswata,"Tirto Kembaran, Jogja",32543687,Male,45854271905,"Tirto Kembaran, Jogja",Target AG,
476,Nugroho Purnomo Putro,"Adiwinoto,  Yogyakarta",32543688,Male,45980087635,"Adiwinoto,  Yogyakarta",Target AG,
477,Andriyandono,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,32543689,Male,46105903365,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,Target AG,
478,Eka,Ardjo Kliwon Jogja,32543690,Male,46231719095,Ardjo Kliwon Jogja,Target AG,
479,Sukirman,Pnj Sidoarjo,32543691,Male,46357534825,Pnj Sidoarjo,Target AG,
480,Rokhim,"Gajah Siraman, Jogja",32543692,Male,46483350555,"Gajah Siraman, Jogja",Target AH,
481,Winarno,"Pratjimahastra, Boyolali",32543693,Male,46609166285,"Pratjimahastra, Boyolali",Target AH,
482,Adnan,"Wisanggeni, Bantul",32543694,Male,46734982015,"Wisanggeni, Bantul",Target AH,
483,Bowo,"Paguyuban Hizbul Wathan, Sukoharjo",32543695,Male,46860797745,"Paguyuban Hizbul Wathan, Sukoharjo",Target AH,
484,Wahono,"Jurang Pawon, Boyolali",32543696,Male,46986613474,"Jurang Pawon, Boyolali",Target AH,
485,Ridwan,"Al Fath Archery, Klaten",32543697,Male,47112429204,"Al Fath Archery, Klaten",Target AH,
486,Harjanto,"Sipas Tunggul Wulung, Klaten",32543698,Male,47238244934,"Sipas Tunggul Wulung, Klaten",Target AH,
487,Saiful Anam,"Suryastrawara, Yogyakarta",32543699,Male,47364060664,"Suryastrawara, Yogyakarta",Target AH,
488,Ananda Catur Putra,"Tirto Kembaran, Jogja",32543700,Male,47489876394,"Tirto Kembaran, Jogja",Target AH,
489,Muhammad Azim Rozi,"Adiwinoto,  Yogyakarta",32543701,Male,47615692124,"Adiwinoto,  Yogyakarta",Target AH,
490,Mufti Khanafi,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,32543702,Male,47741507854,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,Target AH,
491,Lukman Santoso,"Jkobar, Surakarta",32543703,Male,47867323584,"Jkobar, Surakarta",Target AH,
492,Yafi,Ardjo Kliwon Jogja,32543704,Male,47993139314,Ardjo Kliwon Jogja,Target AH,
493,Hendra S Leksana,Pnj Sidoarjo,32543705,Male,48118955044,Pnj Sidoarjo,Target AH,
494,Alsa Daruna,Jmg Pacitan,32543706,Male,48244770774,Jmg Pacitan,Target AH,
495,Budiawan,"Jkobar, Surakarta",32543707,Male,48370586504,"Jkobar, Surakarta",Target AI,
496,Hendri Avrianto,"Sipas Tunggul Wulung, Klaten",32543708,Male,48496402234,"Sipas Tunggul Wulung, Klaten",Target AI,
497,Muh.Aqeel Adz-Dzaky,"Suryastrawara, Yogyakarta",32543709,Male,48622217964,"Suryastrawara, Yogyakarta",Target AI,
498,Gatut S,"Pratjimahastra, Boyolali",32543710,Male,48748033694,"Pratjimahastra, Boyolali",Target AI,
499,Warsono,"Al Fath Archery, Klaten",32543711,Male,48873849424,"Al Fath Archery, Klaten",Target AI,
500,Urwanto,"Wiratama Ad, Jogja",32543712,Male,48999665154,"Wiratama Ad, Jogja",Target AI,
501,Catur Hari,"Kanwa, Sukoharjo",32543713,Male,49125480884,"Kanwa, Sukoharjo",Target AI,
502,Dadang Dedianto,"Adiwinoto,  Yogyakarta",32543714,Male,49251296614,"Adiwinoto,  Yogyakarta",Target AI,
503,Ary Yunanto,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,32543715,Male,49377112344,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,Target AI,
504,Adi Budi,Pnj Sidoarjo,32543716,Male,49502928074,Pnj Sidoarjo,Target AI,
505,Nur Hidayat,Jmg Pacitan,32543717,Male,49628743804,Jmg Pacitan,Target AI,
506,Gendro,"Manunggal Roso, Klaten",32543718,Male,49754559534,"Manunggal Roso, Klaten",Target AI,
507,Ganjar Wahyudi,"Aji Saka, Yogyakarta",32543719,Male,49880375264,"Aji Saka, Yogyakarta",Target AI,
508,Dede Kusmana,"Cakra Wulung, Tasikmalaya",32543720,Male,50006190994,"Cakra Wulung, Tasikmalaya",Target AI,
509,Firdy Hangga Saputra,"Tirto Kembaran, Jogja",32543721,Male,50132006724,"Tirto Kembaran, Jogja",Target AI,
510,Jarot,"Tirto Kembaran, Jogja",32543722,Male,50257822454,"Tirto Kembaran, Jogja",Target AJ,
511,Santo,"Al Fath Archery, Klaten",32543723,Male,50383638184,"Al Fath Archery, Klaten",Target AJ,
512,Yusuf Zaky Setiawan,"Sipas Tunggul Wulung, Klaten",32543724,Male,50509453914,"Sipas Tunggul Wulung, Klaten",Target AJ,
513,Budiono,"Pratjimahastra, Boyolali",32543725,Male,50635269644,"Pratjimahastra, Boyolali",Target AJ,
514,Toriq Rasidi,"Jkobar, Surakarta",32543726,Male,50761085374,"Jkobar, Surakarta",Target AJ,
515,Rasyidin,Pnj Sidoarjo,32543727,Male,50886901104,Pnj Sidoarjo,Target AJ,
516,Nyata Hadi,Jmg Pacitan,32543728,Male,51012716834,Jmg Pacitan,Target AJ,
517,Kuncoro,"Manunggal Roso, Klaten",32543729,Male,51138532564,"Manunggal Roso, Klaten",Target AJ,
518,Ari Apriono,"Aji Saka, Yogyakarta",32543730,Male,51264348294,"Aji Saka, Yogyakarta",Target AJ,
519,Agus Supriyadi,"Adiwinoto,  Yogyakarta",32543731,Male,51390164024,"Adiwinoto,  Yogyakarta",Target AJ,
520,Sandi,"Cakra Wulung, Tasikmalaya",32543732,Male,51515979754,"Cakra Wulung, Tasikmalaya",Target AJ,
521,Margono,"Jaluwasi,  Jogja",32543733,Male,51641795484,"Jaluwasi,  Jogja",Target AJ,
522,Basuki,"Kanjeng Ngeksigondo, Jogja",32543734,Male,51767611214,"Kanjeng Ngeksigondo, Jogja",Target AJ,
523,Sastropandiperwito,"Sambisena, Yogyakarta",32543735,Male,51893426944,"Sambisena, Yogyakarta",Target AJ,
524,Rahmat Basuki,"Senopati Archery , Sukoharjo",32543736,Male,52019242674,"Senopati Archery , Sukoharjo",Target AJ,
525,Aditya Agung Wibowo,"Adiwinoto,  Yogyakarta",32543737,Male,52145058404,"Adiwinoto,  Yogyakarta",Target AK,
526,M Taufel,"Tirto Kembaran, Jogja",32543738,Male,52270874134,"Tirto Kembaran, Jogja",Target AK,
527,Moh Galib,"Jkobar, Surakarta",32543739,Male,52396689864,"Jkobar, Surakarta",Target AK,
528,Bambang Mbuka Nugraha,"Sipas Tunggul Wulung, Klaten",32543740,Male,52522505594,"Sipas Tunggul Wulung, Klaten",Target AK,
529,Hanung,"Kanjeng Ngeksigondo, Jogja",32543741,Male,52648321324,"Kanjeng Ngeksigondo, Jogja",Target AK,
530,Tri Gunawan,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,32543742,Male,52774137054,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,Target AK,
531,Yanu Anggara,Pnj Sidoarjo,32543743,Male,52899952784,Pnj Sidoarjo,Target AK,
532,Anang,Jmg Pacitan,32543744,Male,53025768514,Jmg Pacitan,Target AK,
533,Cahyo,"Manunggal Roso, Klaten",32543745,Male,53151584244,"Manunggal Roso, Klaten",Target AK,
534,Ditya,"Jaluwasi,  Jogja",32543746,Male,53277399974,"Jaluwasi,  Jogja",Target AK,
535,Dian,"Cakra Wulung, Tasikmalaya",32543747,Male,53403215704,"Cakra Wulung, Tasikmalaya",Target AK,
536,B Ganaliza Ardyanto,"Sambisena, Yogyakarta",32543748,Male,53529031434,"Sambisena, Yogyakarta",Target AK,
537,Tri Pujo,"Senopati Archery , Sukoharjo",32543749,Male,53654847164,"Senopati Archery , Sukoharjo",Target AK,
538,Amir Hamzah,"Jamasi, Bantul",32543750,Male,53780662894,"Jamasi, Bantul",Target AK,
539,Wahyu Yuli Hartono,Perpatri Nusantara Jaya - Jogja,32543751,Male,53906478624,Perpatri Nusantara Jaya - Jogja,Target AK,
540,Erwan Supriyanto,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,32543752,Male,54032294354,Kawedanan Kaprajuritan 2 Karaton Yogyakarta,Target AL,
541,Slamet Murwanto,"Tirto Kembaran, Jogja",32543753,Male,54158110084,"Tirto Kembaran, Jogja",Target AL,
542,Suparjo Rustam,"Al Fath Archery, Klaten",32543754,Male,54283925814,"Al Fath Archery, Klaten",Target AL,
543,Tri Atmanto,"Jkobar, Surakarta",32543755,Male,54409741544,"Jkobar, Surakarta",Target AL,
544,Purwanto,"Pasty Istimewa ,  Yogyakarta",32543756,Male,54535557274,"Pasty Istimewa ,  Yogyakarta",Target AL,
545,Joko Prasetyo,"Adiwinoto,  Yogyakarta",32543757,Male,54661373004,"Adiwinoto,  Yogyakarta",Target AL,
546,Tiyono Achmadi,Jmg Pacitan,32543758,Male,54787188734,Jmg Pacitan,Target AL,
547,Sumarno,"Aji Saka, Yogyakarta",32543759,Male,54913004464,"Aji Saka, Yogyakarta",Target AL,
548,Widi,"Jaluwasi,  Jogja",32543760,Male,55038820194,"Jaluwasi,  Jogja",Target AL,
549,Heri S,"Kanjeng Ngeksigondo, Jogja",32543761,Male,55164635924,"Kanjeng Ngeksigondo, Jogja",Target AL,
550,Odie,"Senopati Archery , Sukoharjo",32543762,Male,55290451654,"Senopati Archery , Sukoharjo",Target AL,
551,Satria Alde Nala Asahaja,"Jamasi, Bantul",32543763,Male,55416267384,"Jamasi, Bantul",Target AL,
552,Ir. Sudaryanto,Perpatri Nusantara Jaya - Jogja,32543764,Male,55542083114,Perpatri Nusantara Jaya - Jogja,Target AL,
553,Ans Nawantara,"Marto, Jogja",32543765,Male,55667898844,"Marto, Jogja",Target AL,
554,Sukiman,"Al Jawi, Wonogiri",32543766,Male,55793714574,"Al Jawi, Wonogiri",Target AL,
555,Ardi Pamikat,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,32543767,Male,55919530304,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,Target AM,
556,Aris Budi Wahono,Ardjo Kliwon Jogja,32543768,Male,56045346034,Ardjo Kliwon Jogja,Target AM,
557,Abah Hari,Pnj Sidoarjo,32543769,Male,56171161764,Pnj Sidoarjo,Target AM,
558,Hernawan,Jmg Pacitan,32543770,Male,56296977494,Jmg Pacitan,Target AM,
559,Seno,"Al Fath Archery, Klaten",32543771,Male,56422793224,"Al Fath Archery, Klaten",Target AM,
560,Darmono,"Jkobar, Surakarta",32543772,Male,56548608954,"Jkobar, Surakarta",Target AM,
561,Dwi Purwanto,"Tirto Kembaran, Jogja",32543773,Male,56674424684,"Tirto Kembaran, Jogja",Target AM,
562,Bambang Purnomo,"Adiwinoto,  Yogyakarta",32543774,Male,56800240414,"Adiwinoto,  Yogyakarta",Target AM,
563,Suharjono,"Marto, Jogja",32543775,Male,56926056144,"Marto, Jogja",Target AM,
564,Agung Prasetyo Subroto,Perpatri Nusantara Jaya - Jogja,32543776,Male,57051871874,Perpatri Nusantara Jaya - Jogja,Target AM,
565,Haryoko,"Jamasi, Bantul",32543777,Male,57177687604,"Jamasi, Bantul",Target AM,
566,Erri,"Kanjeng Ngeksigondo, Jogja",32543778,Male,57303503334,"Kanjeng Ngeksigondo, Jogja",Target AM,
567,Triyono,"Senopati Archery , Sukoharjo",32543779,Male,57429319064,"Senopati Archery , Sukoharjo",Target AM,
568,Yatno,Pashupatastra Magetan,32543780,Male,57555134794,Pashupatastra Magetan,Target AM,
569,Istiardi,"Batara Archery, Jogja",32543781,Male,57680950524,"Batara Archery, Jogja",Target AM,
570,Singgih,"Jaluwasi,  Jogja",32543782,Male,57806766254,"Jaluwasi,  Jogja",Target AN,
571,Roedito,Jmg Pacitan,32543783,Male,57932581984,Jmg Pacitan,Target AN,
572,Fx Purnomo,"Jkobar, Surakarta",32543784,Male,58058397714,"Jkobar, Surakarta",Target AN,
573,Yonni Prasetya,"Tirto Kembaran, Jogja",32543785,Male,58184213444,"Tirto Kembaran, Jogja",Target AN,
574,Janu Prasetyo,"Adiwinoto,  Yogyakarta",32543786,Male,58310029174,"Adiwinoto,  Yogyakarta",Target AN,
575,Wisnu Agung Jayeng,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,32543787,Male,58435844904,Kawedanan Kaprajuritan 1 Karaton Yogyakarta,Target AN,
576,Widodo,"Senopati Archery , Sukoharjo",32543788,Male,58561660634,"Senopati Archery , Sukoharjo",Target AN,
577,Andi Haryanto,"Jamasi, Bantul",32543789,Male,58687476364,"Jamasi, Bantul",Target AN,
578,Udaryanto,Perpatri Nusantara Jaya - Jogja,32543790,Male,58813292094,Perpatri Nusantara Jaya - Jogja,Target AN,
579,Budi,Pashupatastra Magetan,32543791,Male,58939107823,Pashupatastra Magetan,Target AN,
580,Sugihartanto,"Batara Archery, Jogja",32543792,Male,59064923553,"Batara Archery, Jogja",Target AN,
581,Muh Nur Rokhim,Gading Archery. Klaten,32543793,Male,59190739283,Gading Archery. Klaten,Target AN,
582,Udi Anre,"Kali Yuga, Diy",32543794,Male,59316555013,"Kali Yuga, Diy",Target AN,
583,Karen Hardjo,"Pringgama,  Yogyakarta",32543795,Male,59442370743,"Pringgama,  Yogyakarta",Target AN,
584,Sutarno,"Yaaqowiyyu,  Klaten",32543796,Male,59568186473,"Yaaqowiyyu,  Klaten",Target AN,
585,Jeck Mahendra,"Manunggal Roso, Klaten",32543797,Male,59694002203,"Manunggal Roso, Klaten",Target AO,
586,Ndro Sukmono,Jmg Pacitan,32543798,Male,59819817933,Jmg Pacitan,Target AO,
587,Heru Mulyono,"Pari Unggul, Jogja",32543799,Male,59945633663,"Pari Unggul, Jogja",Target AO,
588,Bayu,"Jrs, Jogja",32543800,Male,60071449393,"Jrs, Jogja",Target AO,
589,Sholeh,"Jkobar, Surakarta",32543801,Male,60197265123,"Jkobar, Surakarta",Target AO,
590,Nurhadi,"Tirto Kembaran, Jogja",32543802,Male,60323080853,"Tirto Kembaran, Jogja",Target AO,
591,Rahmawan Rahadian Sakti,"Adiwinoto,  Yogyakarta",32543803,Male,60448896583,"Adiwinoto,  Yogyakarta",Target AO,
592,Enget Mustangin,"Aji Saka, Yogyakarta",32543804,Male,60574712313,"Aji Saka, Yogyakarta",Target AO,
593,Sandy Nurdianto,Archery Club Tasikmalaya (Act) Tasikmalaya,32543805,Male,60700528043,Archery Club Tasikmalaya (Act) Tasikmalaya,Target AO,
594,Dedi Supriadi,"Cakra Wulung, Tasikmalaya",32543806,Male,60826343773,"Cakra Wulung, Tasikmalaya",Target AO,
595,Setiawan Aji,"Senopati Archery , Sukoharjo",32543807,Male,60952159503,"Senopati Archery , Sukoharjo",Target AO,
596,Jaka Sunarya,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,32543808,Male,61077975233,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,Target AO,
597,M Fajar Apriyanto,"Jamasi, Bantul",32543809,Male,61203790963,"Jamasi, Bantul",Target AO,
598,Indratra Cakradigdaya,Perpatri Nusantara Jaya - Jogja,32543810,Male,61329606693,Perpatri Nusantara Jaya - Jogja,Target AO,
599,Isnu Tw,"Jaluwasi,  Jogja",32543811,Male,61455422423,"Jaluwasi,  Jogja",Target AO,
600,Ridwan,"Jaluwasi,  Jogja",32543812,Male,61581238153,"Jaluwasi,  Jogja",Target AP,
601,Isnari,"Adiwinoto,  Yogyakarta",32543813,Male,61707053883,"Adiwinoto,  Yogyakarta",Target AP,
602,Kurniawan Wahyu Pamungkas,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,32543814,Male,61832869613,Kawedanan Kaprajuritan 3 Karaton Yogyakarta,Target AP,
603,Tony,Jmg Pacitan,32543815,Male,61958685343,Jmg Pacitan,Target AP,
604,Muh Nazir Indra,"Jkobar, Surakarta",32543816,Male,62084501073,"Jkobar, Surakarta",Target AP,
605,Sringatipan,"Krido Purihutomo, Klaten",32543817,Male,62210316803,"Krido Purihutomo, Klaten",Target AP,
606,Margi,"Manunggal Roso, Klaten",32543818,Male,62336132533,"Manunggal Roso, Klaten",Target AP,
607,Sri Suharjo,"Senopati Archery , Sukoharjo",32543819,Male,62461948263,"Senopati Archery , Sukoharjo",Target AP,
608,Budi Laksono,Perpatri Nusantara Jaya - Jogja,32543820,Male,62587763993,Perpatri Nusantara Jaya - Jogja,Target AP,
609,Anang Sumarno,Pashupatastra Magetan,32543821,Male,62713579723,Pashupatastra Magetan,Target AP,
610,Yusuf,Gading Archery. Klaten,32543822,Male,62839395453,Gading Archery. Klaten,Target AP,
611,Prapanca,"Kali Yuga, Diy",32543823,Male,62965211183,"Kali Yuga, Diy",Target AP,
612,I Gede Mujiyatna,"Pringgama,  Yogyakarta",32543824,Male,63091026913,"Pringgama,  Yogyakarta",Target AP,
613,Sutikno,"Kanjeng Ngeksigondo, Jogja",32543825,Male,63216842643,"Kanjeng Ngeksigondo, Jogja",Target AP,
614,Sujito,"Yaaqowiyyu,  Klaten",32543826,Male,63342658373,"Yaaqowiyyu,  Klaten",Target AP,
615,Edy Pramono,"Senopati Archery , Sukoharjo",32543827,Male,63468474103,"Senopati Archery , Sukoharjo",Target AQ,
